,website,date,city,STATE,category of place,Nazi Reference,target,location,place,"('latitude', 'longitude')"
184,https://www.longislandpress.com/2016/12/24/20-foot-swastika-dug-into-levittown-field-cops-say/,2016-12-21,Levittown,NY,park,No,,"Levittown, NY","Levittown, Turn Lane, Hicksville, Levittown, Nassau County, New York, 11756, United States of America","(40.721776, -73.512543626369)"
185,http://www.latimes.com/local/lanow/la-me-ln-graffiti-palo-alto-20161230-story.html,2016-12-21,Palo Alto,CA,public space,No,Jewish Community,"Palo Alto, CA","Palo Alto, Santa Clara County, California, United States of America","(37.4455862, -122.1619289)"
186,http://www.metrowestdailynews.com/news/20161222/antisemitic-graffiti-found-in-natick-middle-school,2016-12-22,Natick,MA,K-12,No,Jewish Community,"Natick, MA","Natick, Middlesex County, Massachusetts, United States of America","(42.2836393, -71.346996)"
187,https://abc7ny.com/swastika-graffiti-nassau-county-community-college/1667071/,2016-12-24,Garden City,NY,college,No,,"Garden City, NY","Garden City, Nassau County, New York, United States of America","(40.7266477, -73.6343052)"
188,https://patch.com/massachusetts/milton/town-officials-condemn-swastika-found-pierce-middle-school,2016-12-24,Milton,MA,K-12,No,,"Milton, MA","Milton, Norfolk County, Massachusetts, 02186, United States of America","(42.2495435, -71.0661612)"
189,https://dailyvoice.com/new-york/lewisboro/schools/graffiti-including-swastika-found-at-closed-lewisboro-elementary-school/694410/,2016-12-27,Lewisboro,NY,public space,No,,"Lewisboro, NY","Lewisboro, Town of Lewisboro, Westchester County, New York, 10590, United States of America","(41.2381511, -73.5226245)"
190,https://patch.com/new-jersey/bridgewater/swastika-carved-raritan-train-station-under-investigation,2016-12-27,Raritan,NJ,public space,No,,"Raritan, NJ","Raritan, Somerset County, New Jersey, 08869, United States of America","(40.5695474, -74.6329363)"
191,http://usatodayhss.com/2016/va-little-league-complex-vandalized-with-swastika-white-power,2016-12-29,Henrico,VA,park,No,Immigrant,"Henrico, VA","Henrico County, Virginia, United States of America","(37.5455191, -77.4234124)"
192,https://worldisraelnews.com/watch-teen-apologizes-bending-menorah-swastika/,2016-12-30,Chandler,AZ,private property,No,Jewish Community,"Chandler, AZ","Chandler, Maricopa County, Arizona, 85225-7872, United States of America","(33.3067132, -111.8408489)"
193,https://www.timesunion.com/local/article/Boy-arrested-in-Esperance-swastika-graffiti-spree-10840736.php,2017-01-01,Esperance,NY,religious institution,No,,"Esperance, NY","Esperance, Town of Esperance, Schoharie County, New York, United States of America","(42.761186, -74.2565176)"
194,http://www.newsday.com/long-island/crime/cops-swastika-graffiti-in-trump-name-probed-by-hate-crimes-unit-1.12838339,2017-01-01,Long Island,NY,public space,No,,"Long Island, NY","Long Island, Lake Ronkonkoma, Suffolk County, New York, United States of America","(40.8517821, -73.0992277431)"
195,http://www.jta.org/2017/01/03/news-opinion/united-states/swastika-painted-on-reform-rabbinical-schools-sign-in-cincinnati,2017-01-02,Cincinatti,OH,college,No,Jewish Community,"Cincinatti, OH",,"(0, 0)"
196,https://patch.com/new-york/washington-heights-inwood/swastika-graffiti-spotted-inwood-subway-station,2017-01-02,Inwood,NY,public space,No,Jewish Community,"Inwood, NY","Inwood, Manhattan Community Board 12, Manhattan, NYC, New York, 10035, United States of America","(40.8656555, -73.9268035)"
197,http://www.timescall.com/longmont-local-news/ci_30699524/swastikas-automobileved-into-playground-equipment-at-longmonts-loomiller,2017-01-02,Longmont,CO,park,No,,"Longmont, CO","Longmont, Boulder County, Colorado, 80501, United States of America","(40.1672117, -105.1019287)"
198,http://www2.ljworld.com/weblogs/crime_blog/2017/jan/9/graffiti-swastika-reported-on-centennial/,2017-01-07,Lawrence,KS,park,No,,"Lawrence, KS","Lawrence, Douglas County, Kansas, United States of America","(38.9719384, -95.2359496)"
199,http://www.greeleytribune.com/news/local/residents-of-greeley-neighborhood-angry-puzzled-after-finding-large-swastikas-in-snow-on-lake-at-glenmere-park/,2017-01-08,Greeley,CO,park,No,,"Greeley, CO","Greeley, Weld County, Colorado, United States of America","(40.4233142, -104.7091322)"
200,http://www.wtol.com/story/34236823/police-investigating-swastika-vulgar-message-spray-pained-on-house,2017-01-10,Syvania Township,OH,private property,No,Muslim Community,"Syvania Township, OH",,"(0, 0)"
201,http://www.miamiherald.com/news/local/crime/article126116769.html,2017-01-11,North Bay Village,FL,public space,No,,"North Bay Village, FL","North Bay Village, Miami-Dade County, Florida, United States of America","(25.8462075, -80.1539351)"
202,http://www.chicagotribune.com/suburbs/river-forest/news/ct-rfl-dominican-swastika-tl-0202-20170124-story.html,2017-01-11,River Forest,IL,college,No,,"River Forest, IL","River Forest, Cook County, Illinois, United States of America","(41.8978091, -87.8139483)"
203,https://www.amny.com/news/swastika-bomb-threat-found-in-staten-island-jcc-anti-defamation-league-says-1-12939501/,2017-01-11,Staten Island,NY,community center,No,Jewish Community,"Staten Island, NY","Staten Island, Todt Hill, Richmond County, NYC, New York, 10314-3903, United States of America","(40.5834557, -74.1496048)"
204,https://retriever.umbc.edu/2017/01/racist-religious-hate-crime-ite-building/,2017-01-14,Baltimore,MD,college,No,Jewish Community,"Baltimore, MD","Baltimore, Maryland, 21203, United States of America","(39.2908816, -76.610759)"
205,https://www.nbcbayarea.com/news/local/swastikas-pro-trump-flyers-found-on-uc-berkeley-printers/21283/,2017-01-17,Berkley,CA,college,No,,"Berkley, CA","Berkley Creek, Area C (Arrowsmith-Benson), Regional District of Nanaimo, British Columbia, Canada","(49.0854118, -123.9798427)"
206,https://www.wect.com/story/34281632/woman-says-car-was-vandalized-because-of-trump-bumper-sticker/,2017-01-17,Wilmington,NC,private property,No,Trump Supporter,"Wilmington, NC","Wilmington, New Hanover County, North Carolina, United States of America","(34.2257282, -77.9447107)"
207,https://dailyvoice.com/new-york/lewisboro/schools/katonah-lewisboro-superintendent-saddened-and-angered-by-swastikas/697070/,2017-01-19,Lewisboro,NY,K-12,No,,"Lewisboro, NY","Lewisboro, Town of Lewisboro, Westchester County, New York, 10590, United States of America","(41.2381511, -73.5226245)"
208,https://rare.us/rare-news/across-the-u-s-a/when-a-bystander-saw-a-trump-protester-in-a-swastika-shirt-his-response-stopped-people-in-their-tracks/,2017-01-19,Washington,DC,public space,No,Trump Supporter,"Washington, DC","Washington, District of Columbia, United States of America","(38.8949549, -77.0366456)"
209,https://la.eater.com/2017/1/26/14406304/los-angeles-eagle-rock-public-house-swastika-trump,2017-01-20,Los Angeles,CA,local business,No,Asian American Community,"Los Angeles, CA","LA, Los Angeles County, California, United States of America","(34.054935, -118.244476)"
210,https://www.wcpo.com/news/local-news/hamilton-county/cincinnati/hyde-park/swastikas-painted-at-withrow-high-school,2017-01-21,Cincinatti,OH,K-12,No,Black American Community,"Cincinatti, OH",,"(0, 0)"
211,https://www.kcra.com/article/vandals-scrawl-swastika-on-tahoe-park-barber-shop/8664477#,2017-01-21,Sacramento,CA,local business,No,,"Sacramento, CA",,"(0, 0)"
212,https://patch.com/wisconsin/portwashington-wi/memorial-pavilion-defaced-profanity-swastika,2017-01-22,Port Washington,WI,park,No,,"Port Washington, WI","Port Washington, Ozaukee County, Wisconsin, 53074, United States of America","(43.3872247, -87.875644)"
213,https://abc7chicago.com/graffiti-trump-swastika-library-northbrook-public/1717307/,2017-01-23,Northbrook,IL,public facility,No,,"Northbrook, IL","Northbrook, Cook County, Illinois, 60062, United States of America","(42.1299234, -87.8299476)"
214,https://www.nj.com/mercer/2017/03/swastika_found_on_princeton_universitys_campus.html,2017-01-23,Princeton,NJ,college,No,,"Princeton, NJ","Princeton, Mercer County, New Jersey, NJ 08542, United States of America","(40.3492744, -74.6592958)"
215,https://www.oregonlive.com/portland/2017/01/nazi_and_anti-feminist_graffit.html,2017-01-24,Portland,OR,public space,No,,"Portland, OR","Portland, Multnomah County, Oregon, United States of America","(45.5202471, -122.6741949)"
216,https://foxbaltimore.com/news/local/police-teen-charged-with-several-graffiti-incidents-involving-swastikas,2017-01-25,Baltimore,MD,K-12,No,,"Baltimore, MD","Baltimore, Maryland, 21203, United States of America","(39.2908816, -76.610759)"
217,https://foxbaltimore.com/news/local/police-teen-charged-with-several-graffiti-incidents-involving-swastikas,2017-01-25,Baltimore,MD,private property,No,,"Baltimore, MD","Baltimore, Maryland, 21203, United States of America","(39.2908816, -76.610759)"
218,https://foxbaltimore.com/news/local/police-teen-charged-with-several-graffiti-incidents-involving-swastikas,2017-01-25,Baltimore,MD,private property,No,,"Baltimore, MD","Baltimore, Maryland, 21203, United States of America","(39.2908816, -76.610759)"
219,https://chicago.cbslocal.com/wp-content/uploads/sites/15116062/2017/01/claremont-graffiti.png?w=640&h=360&crop=1,2017-01-25,Chicago,IL,private property,No,Jewish Community,"Chicago, IL","Chicago, Cook County, Illinois, United States of America","(41.8755546, -87.6244212)"
220,https://www.theledger.com/news/20170126/stones-with-swastikas-left-outside-lakeland-store,2017-01-25,Lakeland,FL,local business,No,Muslim Community,"Lakeland, FL","Lakeland, Polk County, Florida, United States of America","(28.0394654, -81.9498042)"
221,https://foxbaltimore.com/news/local/police-teen-charged-with-several-graffiti-incidents-involving-swastikas,2017-01-25,Lutherville-Timonium,MD,private property,No,,"Lutherville-Timonium, MD","Lutherville, West Ridgely Road, Timonium Heights, Lutherville, Baltimore County, Maryland, 21093, United States of America","(39.4289472, -76.6271397)"
222,https://foxbaltimore.com/news/local/police-teen-charged-with-several-graffiti-incidents-involving-swastikas,2017-01-25,Lutherville-Timonium,MD,park,No,,"Lutherville-Timonium, MD","Lutherville, West Ridgely Road, Timonium Heights, Lutherville, Baltimore County, Maryland, 21093, United States of America","(39.4289472, -76.6271397)"
223,https://www.alligator.org/news/campus/article_ff050240-e3e2-11e6-a7c8-d7f0f011fd11.html,2017-01-26,Gainesville,FL,college,No,,"Gainesville, FL","Gainesville, Alachua County, Florida, United States of America","(29.6519396, -82.3249961)"
224,https://www.stanforddaily.com/2017/01/26/antisemitic-hack-targets-university-printers/,2017-01-26,Palo Alto,CA,college,No,Jewish Community,"Palo Alto, CA","Palo Alto, Santa Clara County, California, United States of America","(37.4455862, -122.1619289)"
225,https://www.wuft.org/news/2017/01/27/while-activists-gather-at-rally-to-commemorate-auschwitz-liberation-another-swastika-wearer-spotted/,2017-01-27,Gainesville,FL,college,No,,"Gainesville, FL","Gainesville, Alachua County, Florida, United States of America","(29.6519396, -82.3249961)"
226,https://www.patriotledger.com/news/20170127/stoughton-teachers-cite-grave-concern-in-response-to-swastika-incidents,2017-01-27,Stoughton,MA,K-12,No,,"Stoughton, MA","Stoughton, Norfolk County, Massachusetts, United States of America","(42.1250995, -71.1022712)"
227,http://www.wftv.com/news/local/parent-reports-courtyard-of-winter-garden-middle-school-defaced-with-swastikas/489713235,2017-01-27,Winter Garden,FL,K-12,No,,"Winter Garden, FL","Winter Garden, Orange County, Florida, United States of America","(28.5502685, -81.5925974608596)"
228,https://www.longislandpress.com/2017/01/30/swastika-made-of-silly-string-found-on-jericho-sidewalk/,2017-01-29,Jericho,NY,public space,No,,"Jericho, NY","Jericho, Nassau County, New York, 11753, United States of America","(40.7920441, -73.5398476)"
229,http://www.chron.com/neighborhood/fortbend/news/article/Swastikas-Trump-signage-appear-around-Fort-10901188.php,2017-01-29,Sienna Plantation,TX,private property,No,Trump Supporter,"Sienna Plantation, TX","Sienna Plantation, Fort Bend County, Texas, United States of America","(29.4860708, -95.5079991)"
230,https://www.wnem.com/news/police-investigate-possible-hate-crime-after-swastika-found-on-door/article_a80279f0-1480-5e95-a48d-4caed7f2be85.html,2017-01-30,Lapeer,MI,private property,No,,"Lapeer, MI","Lapeer County, Michigan, United States of America","(43.0904764, -83.2333705)"
231,https://www.reviewjournal.com/crime/las-vegas-police-investigate-swastika-graffiti-on-mexican-consulate-and-nearby-church/,2017-01-30,Las Vegas,NV,government property,No,Latinx Community,"Las Vegas, NV","Las Vegas, Clark County, Nevada, United States of America","(36.1662859, -115.149225)"
232,http://www.wkyt.com/content/news/Student-finds-swastika-on-wall-in-bathroom-of-Lexington-high-school-412328393.html,2017-01-30,Lexington,KY,K-12,No,,"Lexington, KY","Lexington, Fayette County, Kentucky, 40508, United States of America","(38.0464066, -84.4970393)"
233,http://www.wkyt.com/content/news/Student-finds-swastika-on-wall-in-bathroom-of-Lexington-high-school-412328393.html,2017-01-30,Lexington,KY,K-12,No,,"Lexington, KY","Lexington, Fayette County, Kentucky, 40508, United States of America","(38.0464066, -84.4970393)"
234,https://www.chicagotribune.com/suburbs/northbrook/ct-nbs-northbrook-youth-tl-0202-20170130-story.html,2017-01-30,Northbrook,IL,public space,No,,"Northbrook, IL","Northbrook, Cook County, Illinois, 60062, United States of America","(42.1299234, -87.8299476)"
235,https://www.chicagotribune.com/suburbs/northbrook/ct-nbs-northbrook-youth-tl-0202-20170130-story.html,2017-01-30,Northbrook ,IL,government property,No,,"Northbrook , IL","Northbrook, Cook County, Illinois, 60062, United States of America","(42.1299234, -87.8299476)"
236,https://www.fox5ny.com/news/swastika-scrawled-in-snow-in-park-in-queens,2017-02-01,Queens,NY,park,No,,"Queens, NY","Queens County, NYC, New York, United States of America","(40.6524927, -73.7914214158161)"
237,http://uofsdmedia.com/swastikas-found-on-campus/,2017-02-01,San Diego,CA,college,No,,"San Diego, CA","San Diego, San Diego County, California, United States of America","(32.7174209, -117.1627714)"
238,https://www.wgrz.com/article/news/local/neighbor-dispute-in-silver-creek/71-577022310,2017-02-01,Silver Creek,NY,private property,No,,"Silver Creek, NY","Silver Creek, Chautauqua County, New York, 14136, United States of America","(42.5160058, -79.1461454)"
239,https://patch.com/illinois/skokie/swastika-found-skokie-holocaust-museum,2017-02-01,Skokie,IL,public facility,No,Jewish Community,"Skokie, IL","Skokie, Cook County, Illinois, United States of America","(42.0333694, -87.7333972)"
240,https://foxbaltimore.com/news/local/police-teen-charged-with-several-graffiti-incidents-involving-swastikas,2017-02-01,Towson,MD,government property,No,,"Towson, MD","Towson, Baltimore County, Maryland, 21252, United States of America","(39.4018552, -76.602388)"
241,https://www.dailytargum.com/article/2017/02/rupd-investigates-report-of-vandalism-in-clothier-hall,2017-02-02,New Brunswick,NJ,college,No,,"New Brunswick, NJ","New Brunswick, Middlesex County, New Jersey, United States of America","(40.4862174, -74.4518173)"
242,https://www.bostonglobe.com/metro/regionals/west/2017/02/08/swastikas-offensive-posts-reported-newton-north/Jr25lqsEHqTiwLwsatCN0I/story.html,2017-02-02,Newton,MA,K-12,No,,"Newton, MA","Newton, Middlesex County, Massachusetts, United States of America","(42.3370414, -71.2092214)"
243,http://www.azcentral.com/story/news/local/scottsdale-breaking/2017/02/03/scottsdale-swastikas-painted-outside-cherokee-elementary-school-paradise-valley/97456862/,2017-02-02,Paradise Valley,AZ,K-12,No,,"Paradise Valley, AZ","Paradise Valley, Maricopa County, Arizona, 85253, United States of America","(33.5428006, -111.9556001)"
244,http://www.app.com/story/news/crime/jersey-mayhem/2017/02/03/swastikas-anti-trump-graffiti-atlantic-highlands/97436930/,2017-02-03,Atlantic Highlands,NJ,public facility,No,Trump Supporter,"Atlantic Highlands, NJ","Atlantic Highlands, Monmouth County, New Jersey, 07716, United States of America","(40.4078865, -74.034306)"
245,https://www.nprillinois.org/post/illinois-issues-officials-wage-war-against-hate#stream/0,2017-02-03,Chicago,IL,religious institution,No,Jewish Community,"Chicago, IL","Chicago, Cook County, Illinois, United States of America","(41.8755546, -87.6244212)"
246,https://www.ricethresher.org/article/2017/02/willys-statue-vandalized-with-swastika,2017-02-03,Houston,TX,college,No,,"Houston, TX","Houston, Harris County, Texas, 77002, United States of America","(29.7589382, -95.3676974)"
247,https://chicagoist.com/2017/02/06/swastika_logan_square.php,2017-02-04,Chicago,IL,public space,No,,"Chicago, IL","Chicago, Cook County, Illinois, United States of America","(41.8755546, -87.6244212)"
248,https://sanfrancisco.cbslocal.com/2017/02/04/swastika-carved-into-danville-hillside/,2017-02-04,Danville,CA,local business,No,,"Danville, CA","Danville, Les Sources, Estrie, Québec, Canada","(45.785278, -72.0158562)"
249,http://koin.com/2017/02/06/2-reports-of-swastika-graffiti-in-eugene-over-weekend/,2017-02-04,Eugene,OR,local business,No,,"Eugene, OR","Eugene, Lane County, Oregon, United States of America","(44.0505054, -123.0950506)"
250,https://wjla.com/news/local/swastika-gay-slur-note-found-outside-building-on-univ-mary-washington-campus,2017-02-04,Fredericksburg,VA,college,No,LGBTQ,"Fredericksburg, VA","Fredericksburg, Fredericksburg City, Virginia, United States of America","(38.3031837, -77.4605399)"
251,https://news3lv.com/news/local/swastika-carved-into-wall-of-local-synagogue-during-services,2017-02-04,Las Vegas,NV,religious institution,No,Jewish Community,"Las Vegas, NV","Las Vegas, Clark County, Nevada, United States of America","(36.1662859, -115.149225)"
252,http://people.com/human-interest/new-yorkers-erase-swastikas-subway/,2017-02-04,New York,NY,public transportation,No,Jewish Community,"New York, NY","NYC, New York, United States of America","(40.7306458, -73.9866136)"
253,https://www.vcstar.com/story/news/local/communities/conejo-valley/2017/02/07/conejo-valley-park-defaced-swastikas/97598516/,2017-02-05,Newbury Park,CA,park,No,,"Newbury Park, CA","Newbury Park, Ventura County, California, CA 91320, United States of America","(34.184172, -118.9106525)"
254,https://www.twincities.com/2017/02/16/umn-student-arrested-for-swastika-vandalism-in-residence-hall/,2017-02-07,Minneapolis,MN,college,No,,"Minneapolis, MN","Minneapolis, Hennepin County, Minnesota, United States of America","(44.9772995, -93.2654692)"
255,https://fox17.com/news/local/swastika-found-in-blackman-high-school-bathroom-stall,2017-02-07,Nashville,TN,K-12,No,,"Nashville, TN","Nashville-Davidson, Davidson County, Tennessee, United States of America","(36.1622296, -86.7743531)"
256,http://www.courant.com/news/connecticut/hc-new-haven-trump-graffiti-20170207-story.html,2017-02-07,New Haven,CT,government property,No,Non-White,"New Haven, CT","New Haven, New Haven County, Connecticut, United States of America","(41.3082138, -72.9250518)"
257,http://lewisboro.dailyvoice.com/schools/another-swastika-is-found-at-john-jay-high-school/699334/,2017-02-08,Lewisboro,NY,K-12,No,,"Lewisboro, NY","Lewisboro, Town of Lewisboro, Westchester County, New York, 10590, United States of America","(41.2381511, -73.5226245)"
258,https://www.twincities.com/2017/02/16/umn-student-arrested-for-swastika-vandalism-in-residence-hall/,2017-02-08,Minneapolis,MN,college,No,Jewish Community,"Minneapolis, MN","Minneapolis, Hennepin County, Minnesota, United States of America","(44.9772995, -93.2654692)"
259,https://www.fox26houston.com/news/swastika-graffiti-found-in-front-of-a-spring-middle-school,2017-02-08,Spring,TX,K-12,No,,"Spring, TX","Spring, Harris County, Texas, 77373:77388, United States of America","(30.0798826, -95.4172549)"
260,http://www.steamboattoday.com/news/swastikas-at-steamboat-springs-high-school-prompt-concern/,2017-02-08,Steamboat Springs,CO,K-12,No,Jewish Community,"Steamboat Springs, CO","Steamboat Springs, Routt County, Colorado, United States of America","(40.4848003, -106.8317359)"
261,https://www.tapinto.net/towns/westfield/articles/hate-symbol-found-at-a-westfield-elementary-schoo,2017-02-08,Westfield,NJ,K-12,No,,"Westfield, NJ","Westfield, Union County, New Jersey, 07090, United States of America","(40.6589912, -74.3473717)"
262,https://www.nydailynews.com/new-york/nyc-crime/swastikas-drawn-snow-cars-jewish-brooklyn-neighborhood-article-1.2968651,2017-02-09,Brooklyn,NY,private property,No,Jewish Community,"Brooklyn, NY","BK, Kings County, NYC, New York, 11226, United States of America","(40.6501038, -73.9495823)"
263,https://dailygazette.com/article/2017/02/10/schenectady-police-investigate-swastika-vandalism,2017-02-10,Schenectady,NY,private property,No,Jewish Community,"Schenectady, NY","Schenectady, Schenectady County, New York, United States of America","(42.8142432, -73.9395687)"
264,http://www.vcstar.com/story/news/2017/02/15/police-investigate-antisemitic-material-found-oak-park/97957174/,2017-02-11,Oak Park,CA,private property,No,Jewish Community,"Oak Park, CA","Oak Park, Municipality of the District of Barrington, Shelburne County, Nova Scotia, Canada","(43.5897799, -65.6360717)"
265,https://www.miamiherald.com/news/state/florida/article132357654.html,2017-02-12,Boca Raton,FL,private property,No,Jewish Community,"Boca Raton, FL","Boca Raton, Palm Beach County, Florida, 33431, United States of America","(26.3586885, -80.0830984)"
266,http://www.timesofisrael.com/swastikas-found-in-posted-on-la-ny-homes/,2017-02-12,Brooklyn,NY,private property,No,Jewish Community,"Brooklyn, NY","BK, Kings County, NYC, New York, 11226, United States of America","(40.6501038, -73.9495823)"
267,https://www.timesofisrael.com/swastikas-found-in-posted-on-la-ny-homes/,2017-02-12,Los Angeles,CA,religious institution,No,Jewish Community,"Los Angeles, CA","LA, Los Angeles County, California, United States of America","(34.054935, -118.244476)"
268,http://www.timesofisrael.com/swastikas-found-in-posted-on-la-ny-homes/,2017-02-12,Los Angeles,CA,private property,No,Jewish Community,"Los Angeles, CA","LA, Los Angeles County, California, United States of America","(34.054935, -118.244476)"
269,https://www.stanforddaily.com/2017/02/15/police-blotter-feb-7-feb-14/,2017-02-12,Palo Alto,CA,college,No,Black American Community,"Palo Alto, CA","Palo Alto, Santa Clara County, California, United States of America","(37.4455862, -122.1619289)"
270,https://www.orlandosentinel.com/news/education/os-swastika-seminole-school-bus-20170228-story.html,2017-02-15,Longwood,FL,K-12,No,Jewish Community,"Longwood, FL","Longwood, Seminole County, Florida, 32750, United States of America","(28.7007225, -81.3492779714387)"
271,https://www.dailystormer.com/seattle-diverse-theater-terrorized-by-nazi-posters/,2017-02-15,Seattle,WA,college,No,Non-White,"Seattle, WA","Seattle, King County, Washington, United States of America","(47.6038321, -122.3300624)"
272,http://www.fox25boston.com/news/westwood-school-working-with-synagogue-after-finding-swastika/494541339,2017-02-15,Westwood,MA,K-12,No,,"Westwood, MA","Westwood, Norfolk County, Massachusetts, United States of America","(42.2139873, -71.2244987)"
273,http://www.palmbeachpost.com/news/crime--law/new-swastika-found-drawn-boys-bathroom-boca-middle-school/MTMBZ7GcZmcHipv0VgCTZM/,2017-02-16,Boca Raton,FL,K-12,No,,"Boca Raton, FL","Boca Raton, Palm Beach County, Florida, 33431, United States of America","(26.3586885, -80.0830984)"
274,https://thepublicsradio.org/post/swastika-found-painted-dumpster-outside-providence-ymca#stream/0,2017-02-16,Providence,RI,local business,No,,"Providence, RI","Providence, Rhode Island, United States of America","(41.8239891, -71.4128343)"
275,http://onlineathens.com/local-news/2017-02-17/swastika-left-note-watkinsville-restaurant-closed-day-without-immigrants,2017-02-17,Athens,GA,local business,No,Immigrant,"Athens, GA","Athens, Athens - Clarke County, Georgia, GA 30601, United States of America","(33.9550905, -83.3881868)"
276,http://www.startribune.com/u-police-investigate-latest-antisemitic-postings-on-campus/414140383/,2017-02-17,Minneapolis,MN,college,No,Non-White,"Minneapolis, MN","Minneapolis, Hennepin County, Minnesota, United States of America","(44.9772995, -93.2654692)"
277,https://www.wilsonpost.com/news/sign-vandalized-with-swastika-near-mt-juliet/article_b8764095-f547-5f67-b993-1ff2b4ed15fa.html,2017-02-17,Mt. Juliet,TN,public space,No,,"Mt. Juliet, TN","Mount Juliet, Wilson County, Tennessee, 37122, United States of America","(36.200055, -86.5186054)"
278,http://www.sfgate.com/crime/article/Swastikas-and-Mengele-sprayed-on-Marina-10941972.php,2017-02-17,San Francisco,CA,private property,No,multiple,"San Francisco, CA","San Francisco, Rue Bouvier, Plateau Lebourgneuf, Québec, Québec (Agglomération), Québec, G2J 0B5, Canada","(46.8443248, -71.2743272)"
279,http://www.pennlive.com/news/2017/02/shippensburg_high_school_spiri.html,2017-02-17,Shippensburg,PA,K-12,No,,"Shippensburg, PA","Shippensburg, Cumberland County, Pennsylvania, 17257, United States of America","(40.0562262, -77.5139074)"
280,https://nypost.com/2017/03/06/man-arrested-for-drawing-swastikas-in-penn-station/,2017-02-18,New York,NY,public transportation,No,Latinx Community,"New York, NY","NYC, New York, United States of America","(40.7306458, -73.9866136)"
281,http://www.kentlive.news/a-swastika-has-been-sprayed-on-to-a-slide-in-a-park-in-rochester/story-30145977-detail/story.html,2017-02-18,Rochester,NY,park,No,,"Rochester, NY","Rochester, Monroe County, New York, 14614, United States of America","(43.157285, -77.615214)"
282,https://lasvegassun.com/news/2017/feb/21/swastika-painted-on-front-door-of-cheyenne-high-sc/,2017-02-20,Las Vegas,NV,K-12,No,,"Las Vegas, NV","Las Vegas, Clark County, Nevada, United States of America","(36.1662859, -115.149225)"
283,https://www.swnewsmedia.com/chaska_herald/news/public_safety/bridge-vandalized-with-swastika-president-s-name/article_05e6436b-eccd-57af-bddc-7226783626b6.html/,2017-02-21,Chaska,MN,public space,No,,"Chaska, MN","Chaska, Carver County, Minnesota, 55318, United States of America","(44.7894072, -93.6021791)"
284,https://www.fredericknewspost.com/news/crime_and_justice/cops_and_crime/frederick-social-worker-covers-downtown-swastika-graffiti-with-kind-message/article_5db0015e-a89e-5785-8b8b-afc12c09f7cd.html,2017-02-21,Frederick,MD,public space,No,,"Frederick, MD","Frederick, Frederick County, Maryland, United States of America","(39.4142186, -77.4109269)"
285,http://www.wallyhood.org/2017/02/swastika-painted-wallingford/#gsc.tab=0,2017-02-22,Seattle,WA,private property,No,,"Seattle, WA","Seattle, King County, Washington, United States of America","(47.6038321, -122.3300624)"
286,http://www.eastbaytimes.com/2017/03/16/fremont-two-minors-admit-to-spray-painting-swastika-on-horner-portable/,2017-02-23,Fremont,CA,K-12,No,,"Fremont, CA","Fremont, 1445, Pendrell Street, Davie Village, West End, Vancouver, Metro Vancouver, British Columbia, V6G, Canada","(49.2850624, -123.135817450772)"
287,https://morristowngreen.com/2017/03/10/morris-township-school-hopes-to-turn-swastika-incident-into-teachable-moment/,2017-02-23,Morristown,NJ,K-12,No,,"Morristown, NJ","Morristown, Morris County, New Jersey, 07960, United States of America","(40.7970384, -74.4809492)"
288,https://www.cincinnati.com/story/news/2018/02/27/xavier-investigates-report-nazi-swastika-flag-dorm/376334002/,2017-02-24,Cincinnati,OH,college,No,,"Cincinnati, OH","Cincinnati, Hamilton County, Ohio, United States of America","(39.1014537, -84.5124602)"
289,http://tbrnews.com/news/swastika-left-in-sand-in-front-of-hermosa-beach-resident/article_3ac66c46-fee7-11e6-8fd4-231917d8d72a.html,2017-02-24,Hermosa Beach,CA,public space,No,Jewish Community,"Hermosa Beach, CA","Hermosa Beach, Los Angeles County, California, 90254, United States of America","(33.86428, -118.39591)"
290,https://www.kgw.com/article/news/crime/swastikas-painted-inside-liberty-high-school/283-414567196,2017-02-24,Hillsboro,OR,K-12,No,,"Hillsboro, OR","Hillsboro, Washington County, Oregon, United States of America","(45.5228939, -122.989827)"
291,https://www.nbcwashington.com/news/local/racist-graffiti-swastikas/164227/,2017-02-24,Orange,VA,private property,No,Black American Community,"Orange, VA","Orange, Orange County, Virginia, United States of America","(38.2454106, -78.1108342)"
292,https://www.wkbw.com/news/swastikas-and-squiggly-lines-spray-painted-on-vehicles-in-orchard-park,2017-02-24,Orchard Park,NY,park,No,,"Orchard Park, NY","Orchard Park, Erie County, New York, 14127, United States of America","(42.7670376, -78.7435517)"
293,http://www.huffingtonpost.com/entry/swastika-gender-neutral-bathroom_us_58b089b2e4b060480e07c083,2017-02-24,Providence,RI,college,No,,"Providence, RI","Providence, Rhode Island, United States of America","(41.8239891, -71.4128343)"
294,https://www.nj.com/mercer/2017/03/swastika_painted_over_puerto_rican_flag_mural.html,2017-02-25,Trenton,NJ,abandoned structure,No,Non-White,"Trenton, NJ","Trenton, Mercer County, New Jersey, United States of America","(40.2170575, -74.7429463)"
295,https://www.usnews.com/news/best-states/rhode-island/articles/2017-03-02/swastika-burned-into-sign-along-bike-path-in-barrington,2017-02-26,Barrington,RI,public space,No,,"Barrington, RI","Barrington, Bristol, Rhode Island, 02806, United States of America","(41.7407661, -71.3084633)"
